发布时间,问题,回答
1298191496,怎么通过知乎找工作？, Mashable 的这篇文章说得已经很完备了。简单总结，就是——<b><br></b><br><b>建立自己在某个领域里的个人信用。</b><br><br>其中包括：用实名 ID，善用签名介绍自己，给目标领域里的问题提供优质回答，向目标领域里的牛人提出优质问题，和优质答案的作者进行高质量的互动，等等。 
1298220615,知乎是否应该添加一个名人堂？为什么？," 窃以为——<br><br>知乎最理想的状态不是名人多，而是思考和分享多，是优质的内容多。「名人多」最好是结果，而非原因。更何况，名人也要分，知乎应该更在乎肚里有货、言之有物的名人，而不是挣粉丝的主儿。<br><br>知乎这个产品的最大价值和魅力之一，是能发掘出工作简历和职位头衔里无法看到的宝贵内容。举个例子，谈论德州扑克，点点网的许朝军应该是提供优质回答的上佳人选，不是因为他是名人，而是因为他德州扑克牌打得非常好。又或者，一个刚毕业的计算机系学生，很可能会在小提琴话题上带来令人赞赏的答案，他不是名人，但他或许是这个话题领域里的推荐用户。<br><br>因此，知乎也许更需要的是一个系统智能学习的庞大的用户专长数据库和算法。未来随着用户的增多，好问题与好答案的匹配，好提问者与好回答者的连接，优质用户和优质内容的推荐，都是要靠这个算法来优化。<br><br>当然，在产品功能的呈现上，知乎也会需要这么一个用户专长的列表，以供其他用户了解和关注，以及主动邀请回答或互发私信等其他互动。<br><br>目前，这个列表有一个粗糙的人肉版本，但也正因为是人肉的，给这个列表带来了用户参与贡献、推荐、编辑和改进的维基效用。<br><br>请参见——<b>知乎上有哪些专家级人物？</b><br><a href=""http://www.zhihu.com/question/19550915"" class=""internal""><span class=""invisible"">http://www.</span><span class=""visible"">zhihu.com/question/1955</span><span class=""invisible"">0915</span><span class=""ellipsis""></span></a> "
1298262923,“知乎”与“微博”的结合，将会有怎样的呈现？," 知乎上已经有一个问题，我想其回答对你或许能解答你。<br><br>请参见——<b>知乎产品在和微博绑定时，可以通过什么来提高推广效率？</b><br><a href=""http://www.zhihu.com/question/19551781"" class=""internal""><span class=""invisible"">http://www.</span><span class=""visible"">zhihu.com/question/1955</span><span class=""invisible"">1781</span><span class=""ellipsis""></span></a> "
1298263030,“知乎”会不会走开放平台之路？会是怎样的呈现？," 有三个问题就此进行了很有价值的讨论。请参见——<br><br><b></b><b>如果知乎开放 API，你觉得应该怎么做才能最大化其影响力？</b><b><a href=""http://www.zhihu.com/question/19558105"" class=""internal""><span class=""invisible"">http://www.</span><span class=""visible"">zhihu.com/question/1955</span><span class=""invisible"">8105</span><span class=""ellipsis""></span></a></b><b><br></b><b>知乎将如何做开放？</b><br><a href=""http://www.zhihu.com/question/19552438"" class=""internal""><span class=""invisible"">http://www.</span><span class=""visible"">zhihu.com/question/1955</span><span class=""invisible"">2438</span><span class=""ellipsis""></span></a><br><b></b><b><br></b>知乎为什么没有采用其他开放平台的用户系统，同时借助其他开放平台进行用户邀请？<br><a href=""http://www.zhihu.com/question/19556479"" class=""internal""><span class=""invisible"">http://www.</span><span class=""visible"">zhihu.com/question/1955</span><span class=""invisible"">6479</span><span class=""ellipsis""></span></a> "
1298265743,李开复问：「为什么发给我的问题质量要比给其他人的问题质量低？」, 开复有名气，就容易吸引到大量的问题，问题数量一多了，质量自然就容易参差不齐。这就像微博上粉丝数多的人，得到的不靠谱粉丝数量也更多。<br><br>对此，我的建议是——<br><br>一方面，开复不妨把一个看起来低质量的问题改一下，变成高质量问题，然后回答之。知乎所有的问题都鼓励用户将其修改得更好。<br><br>另一方面，也欢迎大家把更高质量的问题扔给能提供更高质量回答的用户，比如开复。：） 
1298299357,怎样把自己变得有趣？, 热爱生活。<br>对一切都充满热情和好奇心。<br>乐观，达观。<br>多和有趣的人在一起。 
1298359378,拇姬是谁？,<b>拇姬</b>：笔名徐来，果壳网主编码，曾任《新京报·新知周刊》负责人；作家，著有《想象中的动物》；当年著名博客「钱烈宪要发言」的作者。 
1298360271,黄老师，创新工厂的项目申请要求高吗？我看看都是名牌大学的精英什么的，总感觉我们这样的草根没什么机会。," 不妨参看我和张亮在下面这个问题上的回答——<br><b>申请入选创新工场助跑计划，除了官网要求的条件以外还应注意哪些地方，以提高入选通过率呢？</b><br><a href=""http://www.zhihu.com/question/19557963"" class=""internal""><span class=""invisible"">http://www.</span><span class=""visible"">zhihu.com/question/1955</span><span class=""invisible"">7963</span><span class=""ellipsis""></span></a><br><br>看完之后你会发现，其实没有一条一定和学历或职衔相关。<br><br>但是，对于学历不高、资历较浅的创业者，自我学习的能力一定要非常突出，否则你自己的成长速度会赶不上你的事业成长速度。 "
1298371747,您为什么关注我呢？, 知乎在其早期发展阶段，对种子用户如何能够参与和融入有着很高的期待，我关注每一个新用户，以便能在他们需要的时候提供帮助。<br><br>知乎重在发掘每个人脑中的宝贵经验、认知和观察，这个人不一定是名人，但肚里有货，我愿意去了解每个人的闪光之处。 
1298393309,知乎搜索的内容中是否可以包含个人简介？, 我赞同知乎增加这个算法。<br><br>并且最好能搜索一个人不同的话题经验描述，这样用户在查找其他用户的时候就有了更好的参照价值。我经常记得某人签名是什么，但完全找不到了曾经看到的这个答案，搜索也搜不出来。<br><br>我作为一个用户，觉得知乎的搜索还有如下可以改进的地方——<br><br><ul><li>能搜索用户的<b>个人简介和话题经验描述</b>。（如上所述）</li><li>能将<b>搜索结果分类</b>，比如我搜索标题、搜索正文、搜索话题、搜索用户，都是不同的使用目的。这个搜索结果分类的呈现方法包括——<br>－分不同的 tab<br>－提供不同的选项给用户进行勾选，实时过滤结果<br>－仍然按照现有的方式呈现（列出相关话题、标题、用户），但每个类别只列出排列靠前的几项，下面有可以让用户自行展开的「更多」按钮。</li><li>能<b>搜索正文</b>。好像之前已经有用户提过了，不过我搜索不出来那个回答在哪里。（你瞧！）</li></ul>
1298449482,李开复为什么叫开老师不叫李老师？, 开复自己称呼为开复，并且身边的人也无一例外地称呼他为「开复」，因此当年开复在微软研究院做高校关系、以及后来做开复学生网时，学生都管他叫「开复老师」，这样称呼多年，因此就很少人说「李老师」。<br><br>「开老师」，只是工场二号员工、联合创始人之一的王肇辉对开复的玩笑式称呼，工场其他一些人（比如我，呵呵）也在一些搞怪的场合这么叫他。开复自己也觉得「开老师」这个称呼很好玩，于是便欣然在一些地方也这么使用了，比如他在微博上的小专栏 #开老师教英语#。 
1298450469,什么原因会让你离开知乎？," 下面这个问题涉及到了你的疑问，并且有很多用户提供了回答——<br><br><b>你现在活跃在知乎上是因为这里的人，还是因为这个产品本身？</b><br>未来，随着知乎的用户群体逐渐增大，甚至会爆发式增长，你觉得会不会降低你在这里活跃地提问和回答的热情？如果是的话，你觉得是哪些因素可能会降低这个热情？<br><a href=""http://www.zhihu.com/question/19550739"" class=""internal""><span class=""invisible"">http://www.</span><span class=""visible"">zhihu.com/question/1955</span><span class=""invisible"">0739</span><span class=""ellipsis""></span></a> "
1298511053,为什么知乎没有人谈论百度？,<ol><li>有很多讨论百度的问题啊，可能你没有看到。</li><li>如果没有你关心的百度问题，不用问为什么没有，你直接提出来就好。只要是好问题，肯定会有人回答的。如果没有人回答，你就去看和百度相关的其他问题里的优质回答者，邀请他们过来回答。</li><li>网游、淘宝、QQ秀，莫不如此。这些话题并无任何与知乎不容之处。</li></ol>
1298564401,如何不使知乎成为百度知道？," 知乎与百度知道的区别，之前已经有了很好的讨论，参见 <a href=""http://www.zhihu.com/question/19551114"" class=""internal""><span class=""invisible"">http://www.</span><span class=""visible"">zhihu.com/question/1955</span><span class=""invisible"">1114</span><span class=""ellipsis""></span></a><br><br>因此，如果想要让知乎不变成百度知道，就需要强化知乎与百度知道的不同之处——<br><ol><li><b>控制问题的质量</b>。通过权重和算法，让好问题上浮，差问题沉底；通过运营，做到好问题能频繁涌现；通过高效的匹配机制，找到最合适的用户来给好问题提供优质的回答。</li><li><b>强化用户的质量。</b>通过产品设计和用户运营，强调用户的真实身份，强调用户的个人信用，鼓励用户提出好问题或好回答，让用户能够获得成就感。</li><li><b>强化社区感。</b>鼓励用户之间通过提问和回答、回答与回答、回答与评论、回答与赞同、回答与感谢、私信等等互动方式来加深对彼此的了解和吸引；通过产品设计和运营，促进用户与用户之间的认同感，彼此引为同好，热爱共同探讨的过程，并因此增加对社区的粘性。</li><li><b>完善知识体系的建立。</b>让知乎成为用户获取知识和经验、与人讨论问题的第一选择。</li><li><b>沉淀用户的成就感。</b>让用户在知乎上的提问、回答和收藏，成为用户宝贵的互联网资产，让用户感觉自己处于一个上升区间（包括个人知识的积累、个人信用的提升、个人网络的扩大），因而获得成就感。</li><li>想到了再补充。：）</li></ol>"
1298649668,在新媒体领域是否有成功的女创业者？女性创业者应该具备哪些基本素质？," 新媒体女性创业者中，最近风头最劲的就得算 Arianna Huffington 了吧。她创立的 Huffington Post 使用多种形态的新媒体，建立了强大的媒体影响力，同时又还成功地在地方性报纸萎缩的美国市场上找到了做地域化新闻、拥有地域性广告价值的位置。农历春节期间，AOL 以 3.15 亿美元的现金收购了 Huffington Post。开复在微博上对 Huffington Post 的评价相当简洁精准——<br><blockquote>Huffington Post是一个新媒体的成功实验：它结合了博客、微博、新闻、“公民报道”，在短短几年达到六千万美元的营业额并且盈利，证实了网络时代做媒体还是可以赚钱的。<br></blockquote>除此之外，我一时还想不到这个领域里其他成功的女性创业者。<br><br>但由于新媒体是一个非常大的范围，还包括新媒体艺术、互动媒体、互动营销、社会化媒体等等，每一个子集里面都有很多创业者，成大名者不多，但小有成就者不少。而社会化媒体本身又是一个很大的范畴了，社会化网络、微博客、社会化媒体营销等等。<br><br>至于女性创业者所需的素质，我觉得和所有创业者所需的素质是一样的。可参看——<br><b>好的互联网创业者应该具备什么素质？</b><br><a href=""http://www.zhihu.com/question/19567345"" class=""internal""><span class=""invisible"">http://www.</span><span class=""visible"">zhihu.com/question/1956</span><span class=""invisible"">7345</span><span class=""ellipsis""></span></a> "
1298737099,知乎的目标人群怎么定义？, 应海均邀请，把我之前在另一个问题中的回答贴过来——<br><blockquote>知乎的目标群体，是每一个大脑中有大量有价值的经验、认知、观察的人，并且力图通过完美的产品和机制，让他们愿意将这些宝贵的东西贡献出来，与其他人分享和交流。</blockquote>
1298892311,为什么相对 iPhone，苹果爱好者对 iPod touch 远远没有那么多的热情呢？, 全球市场，根据去年九月的一个数字，iPod touch 占 iOS 市场的 37%，谈不上<b>远远</b>低于 iPhone。<br><br>中国市场，暂时没有官方数字，但几个不同来源的估计是，iPod touch 在中国大陆的销量超过 iPhone，两者的销量比大概是 6:4 或 5.5:4.5 的样子。 
1298906118,继新留个gtalk？我加你~, jix.huang@gmail.com 
1298906614,请问如何回答一个问题只让提问者看到？, 私信。<br><br>呵呵，这个功能暂时还没有，但据我所知，知乎未来的更新中会加上这个功能。 
1299022876,黄经理，您有没有觉得您的头像真的很晃眼？, 没有。 
1299090388,iPhone 4 16G 非合约版 6768 元，分期付款，是不是有点黑？," 由于合约版 5880 元中包含了分两年返还的话费，因此，即使选择最低的 96 元套餐，去掉连续两年每月返还 82 元话费，机器价也才 3899 元。如果你确定了买 iPhone 之后就换联通的 3G 号，那么无合约的机器价格只要高过 3900 元，就无论如何都是不值当的。<br><br>更详细的分析和计算，请看我之前写的一个帖子——<br><b>联通 iPhone 4 最优套餐选择器</b><br><a href=""https://link.zhihu.com/?target=http%3A//apple4.us/2010/09/best-unicom-iphone-4-rate-plan.html"" class="" external"" target=""_blank"" rel=""nofollow noreferrer""><span class=""invisible"">http://</span><span class=""visible"">apple4.us/2010/09/best-</span><span class=""invisible"">unicom-iphone-4-rate-plan.html</span><span class=""ellipsis""></span></a> "
1299092946,只使用盗版软件，和偷盗 iPad 然后购买正版软件，两种做法的区别？,<b>第一种做法：</b>是偷盗，但注意，不仅仅是偷盗。第一种做法包含三个环节，偷盗－销赃－买赃。里面涉及到几个在刑法上被经常讨论到的问题——<br><ol><li>销售赃物的人是否应该被视为偷盗者？</li><li>明知是赃物、但还销售赃物的人，是否应该被视为偷盗者？<br></li><li>购买赃物的人是否应该被视为偷盗者？</li><li>明知是赃物、但还购买赃物的人，是否应该被视为偷盗者？</li><li>指示别人去偷盗、并允诺事后会出钱购买赃物的人，是否应该被视为偷盗者？</li></ol><br><b>【更正】</b>上述几个问题，1、2、5 的答案是 Yes，3、4 的答案是 No。<br><br>试想，在一个黑自行车销售市场上，法律应该更严厉地打击卖赃物的，还是买赃物的？应该抓销售黑车的，还是应该抓购买黑车的？当非法需求很大、并且需求者是多数人群中的不确定的行为主体，但非法供应的来源有限、并且供给者的身份容易确认时，法律是抑制需求的成本更低、还是抑制供给的成本更低？<br><br><b>第二种做法：</b>就是偷盗。 
1299177818,普通人的关系缺乏「全部公开」和「点对点」之外的中间状态吗？, （一）<br><br>我认为，普通人的社交关系中，有这么几个特点——<br><ol><li><b>没有「全部公开」的，只有「点对点」，或「点对特定多点」。</b></li><li><b>任何以外部特征作为归类来划分的群体（及社交关系），本质上都是虚假的、是不可持续的。</b>如按地域归类（老乡）、按先天因素归类（星座、血型）、按职业领域归类（同行）、按工作或学习场所归类（同事、同学）、按集体记忆归类（老三届、知青、80后），等等等等。为什么说这种社交关系是虚假的？你不会因为一个人是老乡，或者是同星座，或者是同行，或者是同事，或者同为 80 后，你就天然地将这个人视为朋友。</li><li>以「我」为中心向外辐射的社交网络中，社交链的长短（也就是一个人与「我」之间的远近亲疏），<b>核心是情感和信任。</b></li><li>能塑造情感和信任纽带的，除了先天的血缘关系（「亲」）之外，只有<b>强烈、或长期的共同体验（「友」），或者强烈或长期的利益输送（单向或双向）。</b></li><li>在真实的「亲」或「友」社交关系上，每个人与「我」的远近亲疏程度也是不同的。即使是直系血亲，如果没有强烈的或长期的共同体验，也难以培养起深刻的情感和信任。<br></li><li>「我」的一生会有很多层次的、不同类型的体验，有的是先后发生，有的是同时发生，每一种体验中，<b>与「我」有共同体验的人，是不同的。</b></li><li>共同体验，包括相同的强烈爱好，相同的亲密社交圈子，共同解决某个困难，等等等等。<br></li><li><b>围绕共同体验形成的一个人以上的群体，我们可以称之为「圈子」。</b>如果一个圈子只有两三个人，我们称其为「死党」、「知己」、「闺密」等等。要注意的是，只要一个圈子的人数超过两个人，那么他们两两之间就<b>必然</b>有微妙的亲疏远近之分。在这里，我有意将两个人之间形成的一对一的社交关系也视为圈子，便于下面讨论。</li></ol><br>（二）<br><br>由上述可知，一个普通人可以有很多「朋友」，但朋友和朋友，是不同的。我将一个人的朋友圈子，分为下面四类——<br><ol><li>一个普通人的社交关系图谱中，一对一（两个人的圈子交流，或者两个人以上的圈子之间两两之间的交流），也可暂且称为<b>点对点，是超稳定态</b>，并且是一个人的核心社交形态，频繁程度最高。英语里说「I'm not alone. But I feel lonley.」指的就是这个意思。</li><li>圈子内部成员的一对多，也可暂且称为<b>点对特定多点，是稳定态。</b>它也是稳定，但其核心程度和频繁程度，要低于点对点。稳定态可以保持很久，但稳定态下的朋友，如果没有任何一个人能转化为超稳定态的点对点朋友，我在这个圈子里的社交行为会发生萎缩。</li><li>一个很大的圈子（社区）成员之间的交流，也可暂且称为<b>点对不特定多点，是次稳定态</b>。次稳定态的意思，就是它必然会朝着稳定态、以及超稳定态转化。比如，一个小区里的所有业主，或者一个公司（或部门）里的所有同事，或者新浪微博上和我互相关注的用户，或者早年间一个 IRC 聊天室或一个 BBS 里的版友，在某个时间段内，「我」可以和所有的人或者绝大部分人进行交流，但一旦我找到和培养起了和某个、某几个非常知心的好友，我针对圈子里非好友的社交行为就会萎缩。如果我迟迟找不到知心的或者我非常欣赏的朋友，我在整个圈子里的社交行为也会萎缩。</li><li>一个没有边际的庞大圈子（或社区）成员之间的交流，也可暂且称为<b>点对全部，是非稳定态。</b>换言之，这种交流只是一时的、零散的，甚至是随机的，交流结束，社交关系就结束、或者暂停，直至下一次交流出现。点对全部，只能发生在线上，因为线下要做到这点，是人力不可及的。</li></ol><br>（三）<br><br>讨论完上面这些，就可以来看看不同的社会化产品扮演的角色了。<br><br>社会化网络要做的事情，就是将传统的、线下的社交关系映射到线上。由此说来，就目前而言——<br><br><b>Facebook</b>：是将亲朋好友的圈子做了映射。但 Facebook 经历了几个阶段，最先是封闭的线下物理圈子的映射，但这种圈子是我上面<u>第（一）2 条</u>和<u>第（二）3 条</u>里说到的，它不太稳定。不过，Wall、私信等功能，让我可以和某几个好友之间进行点对点的社交互动；而 Poke、停车等简单的游戏，让我可以和并非多亲密的同学同事进行社交互动。因此，我对超稳定态的需求得到了满足，还算不错。但，随着 Facebook 将你所有的圈子都拢括进来，你在不同层次好友之间需要不同交流的矛盾或互斥就出现了。<br><br><b>Twitter/微博</b>：这种点对全部，是一种极端形态，是线下社交关系永远不可能具备的。它看起来，像是我上面说到<u>第（二）4 条</u>里所说的，但是，Twitter/微博采用了创新的「关注」机制，使得你的受众和你关注的人，总还是有一定的边界，因此将其变成了<u>第（二）3 条</u>所说的有边界的非特定对象的社交。你知道你在向哪些人说话，并且知道你在听哪些人说话。想象一下，如果 Twitter/微博让你默认关注所有人，你就疯了。此外，由于 Twitter/微博让你比以往更容易发现、培养和建立起点对点的好友关系，你就还能保持在 Twitter/微博上的社交活动。<br><br>其他的匿名社区，比如大众点评网的注册用户，那就是第（二）4 条中说的那种了。维基百科也是这种，所以维基百科没有社交。注意我这里讨论的仅仅是社交，并不是价值。<br><br><b>IM、Email、短信、语音通话</b>：这就是点对点的了。<br><br>（四）<br><br>现在，就出现了几个问题——<br><ol><li>点对点有产品覆盖了，点对多点也有产品覆盖了，那么，<b>点对特定多点的这种社交形态呢？</b></li><li>点对特定多点，这个特定多点的圈子如何进行低成本的创建和维护？「我」想和不同的圈子进行交流，圈子之间互不影响和干涉，甚至互相保护隐私，这个需求如何满足？</li><li>我在不同圈子之间来回切换的成本不能太高，如何降低我对线上不同朋友圈子的管理成本？</li><li>当我的某一个、或某几个点对点好友，同时出现在其他圈子里的时候，我和他之间的交流如何进行方便的区分？如何提高我在线上不同朋友圈子里进行社交活动的效率？</li></ol><br>目前的 Facebook 是回答不了这几个问题的。事实上，随着 Facebook 要做全人类社会化 ID 系统平台的这个野心逐步放大，Facebook 也越来越难回答这些问题。<br><br>IM 也回答不了这些问题。IM 的点对点作用太强了。并且 IM 好友之间的随意组合形成圈子的方法比较低效，在不同圈子之间进行交流的效率也很低。<br><br>Twitter/微博毫无疑问也解答不了这些问题。微博现在可以让你将关注者进行分组，但你却无法和这些分组的人形成圈子。并且，你能分多少组？管理多个线上分组的成本，是不是比你管理线下多个朋友圈子之间的成本更高？<br><br>事实上，目前比较热门的 Path，也难以解答上面这些问题。Path 只能针对某一类特定圈子，即非常亲密的好友。Path 不能让你跨圈子，也不便于随意放大你的圈子。<br><br>（五）<br><br>什么样的产品形态能比较好地解答第（四）段提出的问题呢？目前我能看到的（如有不尽，请原谅我目力有限），是 <b>Tumblr/点点网</b> 和 <b>Beluga</b>。<br><br>这两个产品，形态非常不同，但都比 Facebook、IM、Twitter 更好地解决了上面这些问题。<br><br>在 Tumblr/点点网 上：<br><ol><li>我可以对我不同的 profiles 进行权限区分，有的私密程度很高，只对某几个人，甚至只对我自己；有的私密程度中等，针对某些特定好友（圈子）；有的就对所有人公开。</li><li>我可以加入不同的 profiles，也就是进入不同的圈子，并共同对圈子进行维护。<br></li><li>我可以看到不同圈子的内容。</li></ol><br>在 Beluga 上：<br><ol><li>打通了「两个人私密沟通」和「多人之间沟通」的产品区隔。</li><li>我可以自如地创建聊天群组，或许只有两个人，或许有三五个人。即使这三五个人，我还可以和他们之中的某一个、或某两个再单独建立群组。</li><li>我在不同群组之间的切换非常容易。同时浏览和管理好几个不同的群组非常方便。</li><li>群组的建立和管理容易至极。类似于一个长期有效的 Gtalk 群聊。Gtalk 群聊的创建比 MSN 或 QQ 群聊的创建更容易。但即便是 Gtalk，也不能将很多群组长期维护，IM 这个产品形态就决定了，你不可能在好友列表中塞入大量的琐碎的群组。</li><li>群组内的信息结构化很好，浏览和检索都极为便捷。</li></ol><br>唉，本来就想简单地回答一下这个问题，结果又不由自主地认真总结了一把。希望大家没有看晕。：） 
1299179889,Facebook 收购 Beluga 可能带来任何即时通讯创新吗？," 因为 Beluga 做到了 Facebook 做不到的事情，所以收购。<br><br>简单地回答，就是 Beluga 实现了小圈子群组的低成本、高效率的创建、管理、维护和交流，并且打通了两个人私密沟通和多人之间沟通的产品区隔。这是 Facebook 本来就没有做到、现在则越来越难做到的地方。<br><br>详细的回答，可见我在下面这个问题里的阐述——<br><b>普通人的关系缺乏“全部公开”和“点对点”之外的中间状态吗？</b><br><a href=""http://www.zhihu.com/question/19558532#18081"" class=""internal""><span class=""invisible"">http://www.</span><span class=""visible"">zhihu.com/question/1955</span><span class=""invisible"">8532#18081</span><span class=""ellipsis""></span></a> "
1299205650,什么是「问题重定向」？如何正确使用该功能解决重复问题？, 提问者问及重定向时如何避免：<br>1）用户错误重定向，以及<br>2）用户恶意重定向。<br><br>我的建议是——<br><br>对于 1），用户如果能够明确地判定哪些问题是完全重复，并且已有类似问题得到了很好解答的，那么用户就直接自己操作了。<br><br>用户如果不确定一个问题是否与另一个已有问题属于「完全重复」，那么可以通过在问题下进行评论，提请提问者来自己判断。提问者根据建议，可选择修改问题使其更有明确的不同，或者选择自己进行重定向操作。还有就是，用户还可通过「举报问题」功能，来提请管理员的注意，让后者来判断。<br><br>2）对于恶意进行重定向的用户，其他人（包括提问者）发现后，可以在跳转后的问题中提出举报，恶意行为的用户会遭到处罚，如帐号暂停使用。<br><br>另外，知乎团队也可以考虑，将问题重定向变成一个「建议」功能，使用方法类似于「没有帮助」。用户建议将一个问题进行重定向，可交由提问者和管理员来进行处理。 
1299519856,移动互联网时代的杀手级应用是什么？, 我的回答貌似文不对题，但我的确真的相信——<br><br><b>更高速的带宽、更低的数据资费、更长时间的电池续航能力</b>，这三个加在一起就是移动互联网的杀手级应用。<br><br>这个问题让我想起，大约七八年前的样子，业界都很热衷于讨论互联网的杀手级应用是什么。那时候我正是《经济观察报》的记者，参与做电信领域的报道。我也很热情地到处向人请教这个问题，业界领袖、从业人士、观察者等等。经过了相当一段时间的积累和理解后，我意识到，<b>互联网的杀手级应用，就是互联网本身</b>，或者说，就是<b>不限流量的宽带互联网</b>。<br><br>只要互联网不加限制地让每个人都能高速互联，并且以普通人可以承受的价格提供，那么，互联网上就会源源不断地涌现能够大量地占用人们的时间和精力、鼓励人们进行更多花费、提升人们的生产力、给人们带来更多乐趣和思考的产品和服务。<br><br>由于时代的不断变化，这些产品/服务会不断地升级或被更好的产品/服务替换掉。但只要互联网保持开放、中立、廉价的高速连接，各种优秀的产品/服务就会持续绽放。<br><br>这个想法，在后来的发展中逐渐变成了现实。2004 年，出现了 Facebook；2005 年出现了 YouTube；2006 年出现了 Twitter；2010 年出现了 Quora……中间还有很多曾经昙花一现、或者一度红火但随即又暗淡的产品，比如 Digg，比如 MySpace，等等。它们中的每一样都成为了我们生活的重要部分，并且它们每一个的出现都不会阻碍下一个巨大创新产品/服务的诞生。<br><br>因此，沿着这条道路，移动互联网的杀手级应用也是类似，只是要多一项：电池续航能力。足够高速的移动带宽正在发展中，极低的资费在部分国家也都成为了现实，而我们今日看到的移动互联网上优秀的、创新的产品/服务，也都出现在提前进入了移动宽带、低资费的国家/地区。<br><br>总而言之，只要物理层与数据层割裂、收费极低的移动互联网存在，我们就会持续被「杀」。 
1299522213,被翻译成中文的外国电影名字中，你认为哪一部最吸引你？哪一部是标题党？, 要说标题党，一定要提某些成套路的港译片名——<br>《XX 总动员》，所有 Pixar 的动画片。<br>《魔鬼 XXX》，所有施瓦辛格的片子。<br>《王牌 XXX》，所有金凯利的片子。非常非常美的一部片子《Eternal Sunshine of Spotless Mind》生给港译成了《王牌冤家》。<br><br>要说译名好的，我觉得，严格地说，给一部片子另取一个中文片名，这不算译名。私以为，所谓好的译名，和好的译文一样，得信达雅，不能与原片名用词不沾边。比如《Lolita》取了暗指老夫少妻之意的《一树梨花压海棠》，雅达有余，却有失信。还有五六十年代的一些好莱坞名作，以及九十年代大量港译的作品，很多中文片名都很好，但不能说是好<b>译名</b>。<br><br>因此，就译名的信达雅而言，我觉得下面几个很好。<br>《饭·祷·爱》（Eat. Pray. Love.）<br>《飘》（Gone with the Wind）<br>《码头风云》（On the Waterfront）<br>《欲望街车》（A Streetcar Named Desire）<br>《一夜风流》（It Happened One Night）<br>《与狼共舞》（Dances with Wolves）<br>《美国往事》（Once Upon a Time in America）<br>《闻香识女人》（Scent of a Woman）<br>《爱在黎明破晓前》（Before Sunrise）<br>《爱在日落黄昏时》（Before Sunset）<br>《两小无猜》（Jeux d'enfants）。剧中的经典台词「Cap pas cap」译为「敢不敢」尤为精妙！<br>《歌剧魅影》（The Phantom of the Opera）<br>《夜访吸血鬼》（Interview with the Vampire: The Vampire Chronicles）<br>《禁闭岛》（Shutter Island）<br>《天生杀人狂》（Natural Born Killers）<br>《兵临城下》（Enemy at the Gates）<br>……<br><br>题外话，要说到绝妙的中文片的英文译名，我脑子里第一个蹦出来的就是彭浩翔的经典作品《买凶拍人》，英译为《You Shoot. I Shoot》，看过这片子的朋友会意识到这英文译名是如何的牛鼻。 
1299603250,具备哪些特征的网络内容（音视频、图文等）比较容易被广泛传播？, 在各种社会化媒体中，我使用微博比较多，就我在微博上看到的而言，如下内容是我看到的转发最高的——<br>1. <b>生活感悟类文字。</b>不要小看知音体。<br>2. <b>写得好的笑话。</b><br>3. <b>情色。</b>注意，不是色情。如果是若隐若现的暴露图片，配上情感方面的感悟文字尤佳。如果是视频，最好是搞怪，而非感悟。<br>4. <b>普通人会做、但某些人做得极其牛鼻的事情。</b>比如把歌唱成《忐忑》，比如里维斯的空中转体穿仔裤广告。<br>5. <b>萌图。</b>猫狗幼崽尤佳。<br>6. 【郭磊老师补充】<b>带有争议性的突发社会事件或者包含社会责任感的内容</b>。比如城管打农村老大爷的照片，上海高楼大火，以及儿童打拐照片等。<br>7. 经过名人转发的上面几种内容。 
1299691231,请问您关注了这么多人，每天能读完所有首页 feed 么？如果能，是如何做到的？, 实话说，读不完……<br><br>我关注这么多人，主要出于几个原因：<br><ol><li>让每个新用户至少能有一个活跃的真实用户关注。增加新用户对社区的亲切感。<br></li><li>新用户或许会因为我关注他而反过来关注我。我是一个活跃的真实用户，也是一个典范用户吧（忍不住自夸了，哈哈），新用户关注我的行为，有助于帮他/她建立和强化对这个社区的理解，也有助于我给他/她提供建议和帮助。<br></li><li>知乎没有「所有用户」这个功能。我关注的用户多，使得我的关注列表能为关注者提供一个浏览其他用户的地方。<br></li><li>我可以看到新用户的行为（除非他/她没有活动），有助于加深我对他们的了解，从而为他们更好地融入这个社区提供帮助。</li><li>关注的人越多，按理说来，话题和问题的样本就越有代表性，便于我知道话题和问题出现了哪些分布和扩展。</li></ol><br>说了我关注多人的原因，还是没说我看不完怎么办哈？<br><br>没怎么办，看不完就看不完呗。反正，随着知乎上的的话题和问题逐渐增多，每天的首页 feeds 是无论如何也看不完的。<br><br>反正也看不完，每次登录知乎我都很有乐趣。<br><br>如果没时间慢慢浏览首页 feeds，至少我可以上来回答邀请我的问题，每天看通知我也很有乐趣。 
1299741379,你希望创新工场为你带来什么变化？目前收获的最大变化是什么？, 期望——<br><ol><li>建立起更完善的知识体系</li><li>对趋势的理解更深</li><li>对人的理解更深</li><li>对创业的理解更深</li><li>延续对世界的好奇心和热情</li></ol><br>目前的收获——<br><ol><li>知识体系：建立中，还不够</li><li>趋势：理解中，还不够</li><li>人：理解中，还不够</li><li>创业：理解中，还不够</li><li>好奇心和热情：Yes!</li></ol>
